Motor Carrier ,Company,City,County,State,clean_city
3119761.0,R BROTHERS TRANSPORT INC,FRESNO,,CA,fresno
2526219.0,R CREW TRUCK LINE INC,Bakersfield,Kern,CA,bakersfield
,R FURRA INC DBA FARM FRESH FOODS,Santa Ana,Orange,CA,santa ana
2299700.0,R GILL LOGISTIC INC,Stockton,San Joaquin,CA,stockton
2057686.0,R LOPEZ TRUCKING,Bakersfield,Kern,CA,bakersfield
,R M MAVI TRANS INC,BAKERSFIELD,,CA,bakersfield
2589885.0,R PANNU TRUCKING INC,BAKERSFIELD,,CA,bakersfield
2570652.0,R S EXPRESS LLC,YUBA CITY,,CA,yuba city
,R SEKHON INC,Bakersfield,Kern,CA,bakersfield
3298341.0,R SPIRIT TRANSPORT INC,SAN DIEGO,,CA,san diego
2357971.0,R TRANSPORT,Fresno,Fresno,CA,fresno
2781628.0,R WAY EXPRESS.INC,Burbank,Los Angeles,CA,burbank
690256.0,R&A TRANSPORT INC,Maywood,Los Angeles,CA,maywood
629090.0,R&B TRUCKING INC,FRESNO,,CA,fresno
2132797.0,R&G TRANSPORT INC,Fontana,San Bernardino,CA,fontana
,R&J DAIRY PRODUCTS LLC,Glendora,Los Angeles,CA,glendora
883078.0,R&L ESTRADA TRUCKING,Reedley,Tulare,CA,reedley
1032050.0,R&L TRASPORT,MADERA,,CA,madera
804879.0,R&M EXPRESS,Sanger,Fresno,CA,sanger
835176.0,R&P PAEZ TRUCKING,La Puente,Los Angeles,CA,la puente
3123033.0,R&R CARRIER INC,BAKERSFIELD,,CA,bakersfield
2116695.0,R&R LOGISTICS,Fresno,Fresno,CA,fresno
2407031.0,"R&R TRUCKLINES, INC",FRESNO,Fresno,CA,fresno
,R&S PRODUCE,TURLOCK,,CA,turlock
3153084.0,R. A. TRANSPORTATION LP,SALINAS,,CA,salinas
,R.D. TRUCKING,Oxnard,Ventura,CA,oxnard
,"R.D.M. DISTRIBUTING,L.L.C",Anaheim,Orange,CA,anaheim
,R.PUENTE TRUCKING INC.,Bakersfield,Kern,CA,bakersfield
,R.W. ZANT CO.,Los Angeles,Los Angeles,CA,los angeles
,R2TRUCKING,Bakersfield,Kern,CA,bakersfield
2547708.0,RAFAEL RUIZ CORELLA - EMASA AND PACIFIC,Imperial Beach,San Diego,CA,imperial beach
3325024.0,RAG LOGISTICS INC,VISTA,,CA,vista
2876409.0,RAI BROTHER,BAKERSFIELD,,CA,bakersfield
,RAI BROTHERS TRUCKING,FRESNO,,CA,fresno
,RAI CARRIERS INC,FRESNO,,CA,fresno
2994304.0,RAI TRANS CARRIER INC,BAKERSFIELD,,CA,bakersfield
1349821.0,RAI TRUCKING INC,BAKERSFIELD,,CA,bakersfield
1496467.0,RAIN OR SHINE EXPRESS TRANSPORT,Chula Vista,San Diego,CA,chula vista
1262136.0,RAINA EXPRESS,Sacramento,Sacramento,CA,sacramento
,RAINBOW FRESH SALES INC.,Riverside,Riverside,CA,riverside
,"RAINFIELD MARKETING GROUP, INC.",VERNON,,CA,vernon
,"RAINFIELD RANCHES, LP",VERNON,,CA,vernon
1166955.0,RAJ TRUCKING,FRESNO,Fresno,CA,fresno
,RAJA EXPRESS,BAKERSFIELD,Kern,CA,bakersfield
,RAJANPAL SANDHU,SACRAMENTO,,CA,sacramento
1728935.0,RAJBIR & JYOTI CHAUHAN D.B.A R & R TRANSPORT,VICTORVILLE,San Bernardino,CA,victorville
2201586.0,RAJIT S GILL,Bakersfield,Kern,CA,bakersfield
2372714.0,RAKKAR TRANSPORT INC,Stockton,San Joaquin,CA,stockton
2387920.0,RAM AG TRUCKING INC,Santa Maria,Santa Barbara,CA,santa maria
766251.0,RAM TRANSPORTATION,BAKERSFIELD,Kern,CA,bakersfield
220272.0,"RAM TRUCKING, INC",SOLEDAD,Colusa,CA,soledad
2412747.0,RAMAN BROS LLC DBA ASP CARRIERS,SACRAMENTO,,CA,sacramento
,RAMAN TRANSPORT,Bakersfield,Kern,CA,bakersfield
2882064.0,RAMGARHIA INC,Manteca,San Joaquin,CA,manteca
2975084.0,RAMIMAR & SONS INC,MADERA,Madera,CA,madera
3439448.0,RAMIREZ TRANSPORTATION,BAKERSFIELD,,CA,bakersfield
,RAMIREZ TRUCKING,Reedley,Fresno,CA,reedley
,RAMIREZ TRUCKING,Tulare,Tulare,CA,tulare
1029544.0,RAMIREZ TRUCKING AND SON'S,El Monte,Los Angeles,CA,el monte
,RAMON B MENDOZA,Los Banos,Merced,CA,los banos
,RAMON'S TRUCKING,Huntington Park,Los Angeles,CA,huntington park
1208074.0,RAMOS 777 TRUCKING INC,LOS ANGELES,,CA,los angeles
,RAMOS TRUCKING,PORT HUENEME,Ventura,CA,port hueneme
2156572.0,RANDHAWA CARRIERS INC,Chowchilla,Madera,CA,chowchilla
3540356.0,RANDHAWA TRUCK LINE EXPRESS INC,STOCKTON,,CA,stockton
1993113.0,RANDHAWA TRUCKING,Granada Hills,Los Angeles,CA,los angeles
3020616.0,RANDHAWA TRUCKLINE,FRESNO,,CA,fresno
443505.0,"RANDY L TOY INC., DBA PRICECO FOODS",Sonora,Tuolumne,CA,sonora
89335.0,RANDY MARTINEZ DISTRIBUTING,Porterville,Tulare,CA,porterville
3728196.0,RANGEL G TRUCKING,SANGER,,CA,sanger
2080151.0,RANJOT TRANS,LANCASTER,Los Angeles,CA,lancaster
3564082.0,RAPTOR TRUCK LINES INC,ELK GROVE,,CA,elk grove
53802.0,"RATTO BROS., INC.",Salida,Stanislaus,CA,salida
,RAUL TROKING,Pomona,Los Angeles,CA,pomona
,RAV SINGH TRUCKING INC,YUBA CITY,,CA,yuba city
3463714.0,RAV TRUCKING INC,FRESNO,,CA,fresno
3462044.0,RAVEN LOGISTICAL SERVICES LLC,W SACRAMENTO,,CA,west sacramento
,RAVINDER JAWANDA,Yuba City,Sutter,CA,yuba city
,RAVINDER KUMAR,Woodland,Yolo,CA,woodland
,RAVINDERPAL SINGH,Bakersfield,Kern,CA,bakersfield
,RAVINDERSANGHA,Elk Grove,Sacramento,CA,elk grove
3277682.0,RAYAN TRANSPORT INC,LODI,,CA,lodi
1378544.0,RAZO TRUCKING,CARMEL VALLEY,,CA,carmel valley village
3242328.0,RB TRUCK LINE INC,ANTELOPE,,CA,antelope
3036534.0,RBI TRANS INC,CLOVIS,,CA,clovis
1606591.0,RBJ TRANSPORT,Fresno,Fresno,CA,fresno
,RBR MEATS INC.,VERNON,Los Angeles,CA,vernon
2573958.0,RBS EXPRESS,Corona,Riverside,CA,corona
,RBS TRANSPORT INC,FRESNO,,CA,fresno
2391632.0,RBT INC,SACRAMENTO,,CA,sacramento
376466.0,RC PROVISIONS INC 1,Burbank,Los Angeles,CA,burbank
500594.0,RCJ TRUCKING INC,LOS ANGELES,,CA,los angeles
,RD CARRIER INC,BAKERSFIELD,,CA,bakersfield
1872890.0,RD XPRESS INC.,Fresno,Fresno,CA,fresno
,RD&SON'S TRANSPORT,Visalia,Tulare,CA,visalia
3259199.0,RDG DESERT PROVISION INC,PALM DESERT,,CA,palm desert
2517744.0,"RDG TRUCKING, INC.",FONTANA,San Bernardino,CA,fontana
3218079.0,RDI TRANSPORT,BLOOMINGTON,,CA,bloomington
,RE-ENTRY INTO AMERICA INC.,LOS ANGELES,,CA,los angeles
1478478.0,REA TRUCKING,Freedom,Santa Cruz,CA,freedom
3142068.0,READY FREIGHT INC,YUBA CITY,,CA,yuba city
3221958.0,READY LANE TRANSPORT,SAN PEDRO,,CA,los angeles
3548904.0,REAL DEAL LOGISTICS INC,FRESNO,,CA,fresno
,REAL TIME TRANSPORTATION INC,ALHAMBRA,,CA,alhambra
,REAL TROPICALS WHOLESALE,Los Angeles,Los Angeles,CA,los angeles
,REAL TRUCKING LLC,SANTA MARIA,,CA,santa maria
3005412.0,REAL WORLD TRANS INC,STOCKTON,,CA,stockton
3435613.0,RED DIAMOND EXPRESS LLC,SANTA MARIA,,CA,santa maria
2506995.0,RED ROSE CARRIERS,Fresno,Fresno,CA,fresno
2816376.0,REFRIGERATED EXPRESS INC.,SN BERNRDNO,,CA,san bernardino
3463049.0,REFRIGERATED EXPRESS LLC,EASTVALE,,CA,eastvale
2490699.0,REGAL TRANSPORTATION,Lincoln,Placer,CA,lincoln
3305193.0,REGIONAL FREIGHT LOGISTICS,RODEO,,CA,rodeo
,REICHARDT DUCK FARM INC,Petaluma,Sonoma,CA,petaluma
,RELIABLE TRANSPORTATION INC,Los Angeles,Los Angeles,CA,los angeles
853421.0,RELIQUE TRANSPORTATION INC,Westminster,Orange,CA,westminster
,RENE OCHOA,Bakersfield,Kern,CA,bakersfield
57508.0,REPUBLIC NATIONAL DISTRIBUTING CO,CHINO,,CA,chino
2526402.0,REY EXPRESS,Salinas,Monterey,CA,salinas
592624.0,REYES TRUCKING,OXNARD,Ventura,CA,oxnard
123983.0,REYES TRUCKING,BAKERSFIELD,,CA,bakersfield
1434807.0,REYES TRUCKING,Compton,Los Angeles,CA,compton
2729318.0,REYES TRUCKING,OXNARD,,CA,oxnard
756234.0,REYES TRUCKING,Ceres,Stanislaus,CA,ceres
2983661.0,REYN TRUCKING INC,PATTERSON,,CA,patterson
3428494.0,RG LUCKY TRANSPORTATION.INC,PASADENA,,CA,pasadena
3268425.0,RIAR TOTAL TRANSPORTATION INC,SAN JOSE,,CA,san jose
,RIAR TRANSPORT INC,Fresno,Fresno,CA,fresno
3064309.0,RIAR TRUCKING,TRACY,,CA,tracy
3040434.0,RIAR TRUCKLINE INC,CLOVIS,,CA,clovis
,RICHARD CAMACHO,BREA,Orange,CA,brea
,RICK WORLEY TRUCKING,Sutter,Sutter,CA,sutter
2598224.0,RIDGEBACK TRUCKLINE LLC,YUBA CITY,,CA,yuba city
3149427.0,RIGO'S TRANSPORTATION,GARDENA,,CA,gardena
3485228.0,RINCON TRANSPORT,SANTA MARIA,,CA,santa maria
,"RIPON TRUCKING CO., INC.",Lockeford,San Joaquin,CA,lockeford
,RISING STAR TRANSPORT,YUBA CITY,,CA,yuba city
2589572.0,RITIK TRANSPORT INC.,BAKERSFIELD,Kern,CA,bakersfield
,RIVAS MEAT PROVISION INC,SOUTH GATE,,CA,south gate
1724652.0,RIVAS TRANSPORT,LUCERNE VLY,,CA,lucerne valley
,RIVER CITY TRANSPORT INC,ROSEVILLE,,CA,roseville
1656521.0,RIVERA BROS TRUCKIN,Delano,Kern,CA,delano
,"RIVERA FOOD SERVICE, INC.",El Monte,Los Angeles,CA,el monte
1412030.0,RIVERAS TRANSPORT,Oxnard,Ventura,CA,oxnard
1575098.0,RIVERSIDE EXPRESS,Riverside,Riverside,CA,riverside
,RIVERSIDE SAN BERNARDINO COUNTY INDIAN HEALTH INC,Beaumont,Riverside,CA,beaumont
2323040.0,RIYAR ENTERPRISE INC,FRESNO,Fresno,CA,fresno
,RJ TRANS CARRIER INC.,Bakersfield,Kern,CA,bakersfield
1763422.0,RJL TRUCKING,SUISUN CITY,Sutter,CA,suisun city
,RJP TRUCKING INC,FONTANA,,CA,fontana
1149880.0,RKC TRANS LLC,Manteca,San Joaquin,CA,manteca
,RM TRANSPORT,Fresno,Fresno,CA,fresno
3421541.0,RM TRANSPORTATION,DELANO,,CA,delano
2780253.0,RM TRUCKING,FRESNO,Fresno,CA,fresno
3439519.0,ROAD KING TRUCK LINES INC,TRACY,,CA,tracy
,ROAD LINER LLC,BAKERSFIELD,Kern,CA,bakersfield
2398995.0,ROAD TO EMMAUS,Rosamond,Kern,CA,rosamond
3518686.0,ROAD WARRIORS TRANS INC,BAKERSFIELD,,CA,bakersfield
1194624.0,ROADKING TRUCKING,BAKERSFIELD,Kern,CA,bakersfield
,ROADLINK TRANSPORT INC,BAKERSFIELD,,CA,bakersfield
,ROADSTAR FREIGHTWAYS,Fresno,Fresno,CA,fresno
3192780.0,ROADWAY EXPRESS INC,ELK GROVE,,CA,elk grove
2045915.0,ROADWAYS TRUCKING INC,Riverside,Riverside,CA,riverside
,ROADWAYS XPRESS INC,BAKERSFIELD,Kern,CA,bakersfield
,ROBERT BUGATTO ENT. DBA THE TIDES WHARF,Bodega Bay,Sonoma,CA,bodega bay
3435328.0,ROBERT COTNER,SANGER,,CA,sanger
,ROBERT ERNSTER,Rohnert Park,Sonoma,CA,rohnert park
,"ROBERT GIACOMINI DAIRY, INC",Point Reyes Station,Marin,CA,point reyes station
,ROBERTO JR TRUCKING,El Monte,Los Angeles,CA,el monte
3534427.0,ROBIN TRANS INC,MANTECA,,CA,manteca
1076520.0,ROBLES TRUCKING,Arvin,Kern,CA,arvin
2888780.0,ROC LOGISTICZ INC,Tracy,San Joaquin,CA,tracy
,ROCKET FARMS HERBS INC,HALF MOON BAY,Los Angeles,CA,half moon bay
2399592.0,ROCKSTAR TRANSPORTATION,Livingston,Merced,CA,livingston
2344382.0,ROCKSTAR TRUCKING,Yuba City,Sutter,CA,yuba city
,ROCKVIEW MILK,Tustin,Orange,CA,tustin
,RODE TRUCK LINE,FRESNO,,CA,fresno
1619635.0,RODHE TRUCKING,Tulare,Tulare,CA,tulare
1615924.0,RODRIGO RUIZ GARCIA,Chino,San Bernardino,CA,chino
,RODRIGUEZ TRANSPORT,Huntington Park,Los Angeles,CA,huntington park
2950526.0,ROJOS TRUCKING INC,Chula Vista,San Diego,CA,chula vista
,ROLFE RACING INC,El Centro,Imperial,CA,el centro
,ROMA OF SOUTHERN CALIFORNIA,City of Industry,Los Angeles,CA,industry
1615347.0,ROMERO TRUCKING,Fresno,Fresno,CA,fresno
2898655.0,ROMIC LOGISTICS LLC,CHINO,,CA,chino
,RON DIAS TRUCKING,Hughson,Stanislaus,CA,hughson
,RONALD J. MATIK,Springville,Tulare,CA,springville
,RONALDO OTERO TRUCKING,STOCKTON,,CA,stockton
874985.0,"ROOP TRUCKING, INC",Fresno,Fresno,CA,fresno
3235912.0,ROPAR EXPRESS INC,ONTARIO,,CA,ontario
,ROSAS TRUCKING,Farmersville,Tulare,CA,farmersville
,ROSE MEAT SERVICES INC.,Los Angeles,Los Angeles,CA,los angeles
,ROSSNALIS TRANSPORTATION,Fontana,San Bernardino,CA,fontana
1781055.0,ROUFF TRANSPORT,Scotts Valley,Santa Cruz,CA,scotts valley
,ROY EKBERG TRUCKING INC,Reedley,Fresno,CA,reedley
3564557.0,ROYAL EAGLE TRANS INC,TURLOCK,,CA,turlock
2538719.0,ROYAL FREIGHT SERVICES LLC,BAKERSFIELD,,CA,bakersfield
2891845.0,ROYAL TRANZ INC,LIVINGSTON,,CA,livingston
2407729.0,RP TRANSPORTATION LLC,BAKERSFIELD,,CA,bakersfield
2704525.0,RP TRUCKING,WATSONVILLE,,CA,watsonville
,RP TRUCKING,FRESNO,Fresno,CA,fresno
2323412.0,RPB TRUCKING,Santa Maria,Santa Barbara,CA,santa maria
,RRST SERVICES LLC,El Cajon,San Diego,CA,el cajon
,RS NIJJAR TRUCKING,TRACY,,CA,tracy
2878082.0,RS ROADLINE,CORCORAN,Tulare,CA,corcoran
2328101.0,RS TRANSPORT,San Bernardino,San Bernardino,CA,san bernardino
,RS TRANSPORT INC,Fresno,Fresno,CA,fresno
988912.0,RS TRUCKING,LIVE OAK,Sutter,CA,live oak
2081042.0,RSB LOGISTICS INC,PALMDALE,Los Angeles,CA,palmdale
,RSB TRANS INC,TURLOCK,,CA,turlock
2636314.0,RSD EXPRESS,Yuba City,Sutter,CA,yuba city
606089.0,RSD TRUCKING,Los Banos,Merced,CA,los banos
3108040.0,RSI TRANSPORTATION LLC,ROSEVILLE,,CA,roseville
3067944.0,RSK CARGO INC,BAKERSFIELD,,CA,bakersfield
1228321.0,RTJ TRUCKING,FOWLER,Fresno,CA,fowler
2331437.0,RTL CARRIER INC,MANTECA,,CA,manteca
3378198.0,RTW LOGISTICS,YUBA CITY,,CA,yuba city
3000744.0,RUBAL EXPRESS,STOCKTON,,CA,stockton
,RUBEN BERNAL TRUCKING,Chula Vista,San Diego,CA,chula vista
2458827.0,RUBEN HERNANDEZ DIAZ,Dos Palos,Merced,CA,dos palos
,RUFLEX,WOODLAND,,CA,woodland
1244950.0,RUIZ BROTHERS,Santa Rosa,Sonoma,CA,santa rosa
910763.0,RUIZ BROTHERS TRUCKING INC,BAKERSFIELD,,CA,bakersfield
,RUIZ TRUCKING,SOUTH GATE,Los Angeles,CA,south gate
,RUIZSENOR TRUCKING CO,Salinas,Monterey,CA,salinas
3125308.0,RUNWAY TRANSPORT,BAKERSFIELD,,CA,bakersfield
2260541.0,RUS TRANSPORT LLC,Carlsbad,San Diego,CA,carlsbad
2827882.0,RUVALCABA TRANSPORT,San Diego,San Diego,CA,san diego
2965121.0,RV LOGISTICS,Stockton,San Joaquin,CA,stockton
2827213.0,RV TRANS INC.,FONTANA,San Bernardino,CA,fontana
3526358.0,RYAN 2020 TRUCKING INC,IRVINE,,CA,irvine
3170975.0,S & B TRANSPORT,MANTECA,,CA,manteca
408124.0,S & C TRUCKING,Fowler,Fresno,CA,fowler
2968031.0,S & D TRUCKING,Lindsay,Tulare,CA,lindsay
3040148.0,S & H TRANSPORTATION INC,EASTVALE,,CA,eastvale
2638101.0,S & J EXPRESS,FRESNO,,CA,fresno
3055964.0,S & J TRANSPORT,SAN DIEGO,,CA,san diego
1176195.0,"S & S CARGO SERVICES ,INC",Fresno,Fresno,CA,fresno
2914553.0,S A S  REFRIGERATED LLC,SACRAMENTO,,CA,sacramento
2586257.0,S AND S TRANSPORT INC,MODESTO,,CA,modesto
3186910.0,S B S TRANSPORT INC,SAN JOSE,,CA,san jose
1965873.0,S B T,Bakersfield,Kern,CA,bakersfield
2538113.0,S B TRANS CARRIER INC,Bakersfield,Kern,CA,bakersfield
2938556.0,S H R EXPRESS INC,FRESNO,,CA,fresno
,S J L TRANSPORT INC,BAKERSFIELD,,CA,bakersfield
1745786.0,S J TRUCKING,Stockton,San Joaquin,CA,stockton
3016813.0,S K S TRANSPORT INC.,CORONA,,CA,corona
,S KANG FREIGHT INC,YUBA CITY,,CA,yuba city
3288661.0,S LINE TRUCKING,BAKERSFIELD,,CA,bakersfield
2322818.0,S MAHAL BROS INC,Stockton,San Joaquin,CA,stockton
,S MANN LOGISTICS,SACRAMENTO,,CA,sacramento
2452052.0,S V LOGISTICS INC,LOS ANGELES,,CA,los angeles
2896228.0,S V TRUCKING  INC,CLOVIS,,CA,clovis
891605.0,S&A TRANSPORTATION INC,Salinas,Monterey,CA,salinas
34667.0,S&L MEAT SALES,CHICO,Butte,CA,chico
2475893.0,S&M TRUCKING,Santa Maria,Santa Barbara,CA,santa maria
,S&S TRANSPORT,Atwater,Merced,CA,atwater
1009857.0,"S&S TRUCKLINE, INC",FRESNO,Fresno,CA,fresno
,S&W TRANSPORTATION,Redwood City,San Mateo,CA,redwood city
3118388.0,S. REYES FLOWERS,OXNARD,,CA,oxnard
1343160.0,S.D. CARRIER,Clovis,Fresno,CA,clovis
1323103.0,S.P.J. CORPORATION,Bakersfield,Kern,CA,bakersfield
3026058.0,S.S.S TRUCKING,FRESNO,,CA,fresno
920370.0,SA CARRIER INC,SELMA,,CA,selma
2867473.0,SAAB TRANSPORTATION INC,SACRAMENTO,Sacramento,CA,sacramento
,SAAVEDRA TRANSPORT,FRESNO,Fresno,CA,fresno
2323405.0,SABNI THAYE CARRIER INC,ATWATER,,CA,atwater
2926351.0,SAC VALLEY TRANSPORT,SACRAMENTO,,CA,sacramento
,SACHKHAND EXPRESS INC,PACOIMA,,CA,los angeles
,SACRAMENTO CITY UNIFIED SCHOOL DISTRICT,SACRAMENTO,Sacramento,CA,sacramento
2800339.0,SAFELY TRUCKING INC,EASTVALE,,CA,eastvale
,SAFEWAY TRUCKING,BAKERSFIELD,,CA,bakersfield
1584550.0,SAFFRON SYSTEMS INC,Fresno,Fresno,CA,fresno
,SAGWAL TRANS INC,ONTARIO,,CA,ontario
2289233.0,SAGWAL TRNSPORT SERVICES,ROSEVILLE,,CA,roseville
3100872.0,SAHI EXPRESS INC,PERRIS,,CA,perris
,SAHI TRANS INC,BAKERSFIELD,,CA,bakersfield
3597061.0,SAHIB 1 CARRIER INC,BAKERSFIELD,,CA,bakersfield
,SAHIB CARRIER INC,BAKERSFIELD,,CA,bakersfield
2792378.0,SAHIB GROUP INC,MANTECA,Santa Clara,CA,manteca
,SAHIB SANDHU,TURLOCK,Stanislaus,CA,turlock
2557414.0,SAHIB TRANSPORT,San Diego,San Diego,CA,san diego
2868448.0,SAHIB TRUCKING,LIVINGSTON,Merced,CA,livingston
2562024.0,SAHIL EXPRESS,Fresno,Fresno,CA,fresno
2828377.0,SAHIL TRANSPORT INC,Merced,Merced,CA,merced
,SAHOTA & SONS INC,TRACY,San Joaquin,CA,tracy
2589546.0,SAHOTA CARGO INC,Bakersfield,Kern,CA,bakersfield
2873335.0,SAHOTA EXPRESS,Stockton,San Joaquin,CA,stockton
1695503.0,SAHOTA TRANSPORT,TURLOCK,Stanislaus,CA,turlock
,SAI TRUCK COMPANY INC,FRESNO,,CA,fresno
2516672.0,SAINI TRUCKING,Livingston,Merced,CA,livingston
,SAKHANSKIY ANDREY,North Highlands,Sacramento,CA,north highlands
715260.0,SAL'S TRUCKING,El Monte,Los Angeles,CA,el monte
,SALAD COSMO USA CORP.,Dixon,Solano,CA,dixon
2177716.0,SALAS TRANSPORT,WINTON,Merced,CA,winton
1224416.0,SALAZAR TRUCKING,BAKERSFIELD,,CA,bakersfield
,SALAZAR TRUCKING,San Pablo,Contra Costa,CA,san pablo
1885233.0,SALDANA TRUCKING INC.,Oxnard,Ventura,CA,oxnard
,SALIHAL TRUCKING INC,Bakersfield,Kern,CA,bakersfield
2499415.0,SALINA TRUCKING,FRESNO,,CA,fresno
,"SALINAS COMMERCIAL TRAILERS, LLC",CHUALAR,,CA,chualar
,SALVADOR TRUCKING,Salinas,Monterey,CA,salinas
,SALVYMEX DISTRIBUTORS,LOS ANGELES,,CA,los angeles
2184666.0,SALWINDER SINGH PADDA,CITRUS HTS,Sacramento,CA,citrus heights
,SAM C INC,Bell Gardens,Los Angeles,CA,bell gardens
3168509.0,SAM TRANSPORTATION LLC,YUBA CITY,,CA,yuba city
3582436.0,SAMAN TRANS INC,VENTURA,,CA,san buenaventura (ventura)
2928440.0,SAMARTHTRANSPORTINC,Stockton,San Joaquin,CA,stockton
409205.0,SAMPEDRO TRUCKING CO,NORTH HILLS,,CA,los angeles
1558272.0,SAMRA EXPRESS,YUBA CITY,,CA,yuba city
,"SAN BENITO EQUIPMENT, LLC",HOLLISTER,San Benito,CA,hollister
,SAN DIEGO FOOD BANK CORP.,San Diego,San Diego,CA,san diego
,SAN FELO INC,SYLMAR,,CA,los angeles
123006.0,SAN FRANCISCO FOOD BANK,SAN FRANCISCO,San Francisco,CA,san francisco
,SANCHEZ TRANSPORTATION,Ivanhoe,Tulare,CA,ivanhoe
,SANCHEZ TRUCKING,Soledad,Monterey,CA,soledad
2167674.0,SAND G TRUCKING,Elk Grove,Sacramento,CA,elk grove
,SANDEEP SINGH,Yuba City,Sutter,CA,yuba city
3411672.0,SANDEEP SINGH DBA ROAD TRANSPORT,CLOVIS,,CA,clovis
3097444.0,SANDHU BRO TRANSPORT INC,FONTANA,,CA,fontana
3235460.0,SANDHU BROS TRANS INC.,MANTECA,,CA,manteca
3021144.0,SANDHU CARGO INC,BAKERSFIELD,,CA,bakersfield
1677748.0,SANDHU EXPRESS INC,CLOVIS,,CA,clovis
2784835.0,SANDHU LOGISTICS,FRESNO,Fresno,CA,fresno
,SANDHU TRANS CARRIER INC,BAKERSFIELD,,CA,bakersfield
1944158.0,SANDHU TRANSIT,Yuba City,Sutter,CA,yuba city
2587354.0,SANDHU TRANSPORT INC,CLOVIS,,CA,clovis
2017262.0,SANDOVAL TRUCKING,GUSTINE,Merced,CA,gustine
1049163.0,SANDOVAL TRUCKING,Reedley,Fresno,CA,reedley
1376349.0,SANGERMAN TRANSPORT,Lemoore,Kings,CA,lemoore
1741433.0,SANGHA BROS,Selma,Fresno,CA,selma
1175109.0,SANGHA CARRIER,FRESNO,Fresno,CA,fresno
3288136.0,SANGHA EXPRESS INC,BAKERSFIELD,,CA,bakersfield
2593137.0,SANGHA TRANS INC,STOCKTON,San Joaquin,CA,stockton
1105573.0,SANGHA TRUCKING,YUBA CITY,Sutter,CA,yuba city
767714.0,SANGHA TRUCKING,CERES,Stanislaus,CA,ceres
935004.0,SANGHERA BROS TRUCKING,Selma,Fresno,CA,selma
3115937.0,SANJOSE TRANSPORT INC,CAMPBELL,,CA,campbell
2931376.0,SANKIR TRANSPORT,BAKERSFIELD,,CA,bakersfield
2850177.0,SANPER SONS TRANSPORT,Winton,Merced,CA,winton
1936934.0,SANT G,Fresno,Fresno,CA,fresno
2720702.0,SANTA BARBARA UNI INC.,OXNARD,,CA,oxnard
210823.0,SANTA FE IMPORTERS,LONG BEACH,,CA,long beach
3028245.0,SANTA MARIA TRUCKING,SANTA MARIA,,CA,santa maria
2498606.0,SANTA MONICA LOGISTICS SA DE CV,San Diego,San Diego,CA,san diego
,SANTA ROSA TRUCKING,OXNARD,Ventura,CA,oxnard
709628.0,SANTIAGO TRANSPORTATION,MADERA,Monterey,CA,madera
3699064.0,SANTIAGO TRANSPORTATION,KING CITY,,CA,king city
,SANTIAGO TRUCKING,Reedley,Fresno,CA,reedley
,SANTOS FAMILY TRUCKING,SAN JOAQUIN,Fresno,CA,san joaquin
1439739.0,SANTOS HUGO FLORES,RIALTO,San Bernardino,CA,rialto
1968217.0,SANTOS TRUCKING,Santa Maria,Santa Barbara,CA,santa maria
2502037.0,SARABJIT SINGH DBA RAJPUT BROS INC,Bakersfield,Kern,CA,bakersfield
1369828.0,SARAI TRANS INC,Bakersfield,Kern,CA,bakersfield
,SARAN XPRESS INC,Bakersfield,Kern,CA,bakersfield
,SARAO BROTHERS INC,RIALTO,,CA,rialto
3155341.0,SARAO TRANSPORT,FONTANA,,CA,fontana
2315703.0,SAROYA TRUCKING INC.,Yuba City,Sutter,CA,yuba city
2876414.0,SARTAJ EXPRESS INC,BAKERSFIELD,Kern,CA,bakersfield
1540582.0,SARYAN TRANSPORT,Los Angeles,Los Angeles,CA,los angeles
3046129.0,SATAH EMPIRE INC,WESTMINSTER,,CA,westminster
2596213.0,SATGUR TRANSPORT,BAKERSFIELD,,CA,bakersfield
,SATINDERJIT GREWAL,Rialto,San Bernardino,CA,rialto
3291150.0,SATNAM LOGISTICS,CLOVIS,,CA,clovis
1855075.0,SATNAM S CHANA,Selma,Fresno,CA,selma
1618163.0,SATPAL SINGH /SATPAL TRUCKING,MODESTO,Sonoma,CA,modesto
3544707.0,SAV TRUCKING INC,FRESNO,,CA,fresno
1613424.0,SAVE MART SUPERMARKETS,MERCED,Stanislaus,CA,merced
2953788.0,SAW-RAJ TRANSLINK INC,BUENA PARK,,CA,buena park
,SB ROADMASTER INC,BAKERSFIELD,,CA,bakersfield
3100250.0,SB TRANSPORT,FRESNO,,CA,fresno
2935065.0,SBAS LOGISTICS INC,BAKERSFIELD,,CA,bakersfield
3457961.0,SBAS TRANSPORT INC,RCH CUCAMONGA,,CA,rancho cucamonga
2349169.0,SBCARRIERINC,Bakersfield,Kern,CA,bakersfield
,SBFS TRUCKING,FRESNO,,CA,fresno
2892778.0,SBL,FRESNO,,CA,fresno
2535398.0,SBT,MANTECA,San Joaquin,CA,manteca
,SBT CARRIER INC,BAKERSFIELD,Kern,CA,bakersfield
,SBT TRUCKING,Livingston,Merced,CA,livingston
,SCHEID VINEYARDS INC.,Greenfield,Monterey,CA,greenfield
,"SCHOOL LUNCH PRODUCTS, INC.",Shafter,Kern,CA,shafter
469191.0,SCOGGINS TRANSPORT SERVICE,El Nido,Merced,CA,el nido
2331390.0,SCORPION TRANSPORT LLC.,Reseda,Los Angeles,CA,los angeles
