clean_city,NAME,NAMELSAD,num_firms,44-45_RCPTOT,72_RCPTOT,31-33_RCPTOT,median_income,households,mean_income,land_value,property_value,diesel
,,Cameron Park CDP,0.0,178279.0,33242.0,,82429.0,7449.0,106126.0,96849.603095856,395095.34678698785,
,,Campo CDP,0.0,8135.0,,,65504.0,947.0,84946.0,,,5.4622
,,Canyon Lake city,0.0,23009.0,8595.0,,120118.0,3979.0,134188.0,101639.44266265094,350738.7553900057,5.444599999999999
,,Capitola city,0.0,556818.0,99667.0,,83726.0,4656.0,117345.0,694905.7363246861,1132717.7417250748,5.6268
,,Carmel-by-the-Sea city,0.0,180737.0,124058.0,,100365.0,1601.0,164716.0,1181200.0,1559700.0,5.7104
,,Casa de Oro-Mount Helix CDP,0.0,145731.0,,,102454.0,6914.0,127386.0,233591.08524967564,549885.2867221769,5.4622
,,Castro Valley CDP,0.0,364386.0,107787.0,,124203.0,22467.0,149018.0,374476.06097516656,796035.3544608883,5.615399999999999
,,Cayucos CDP,0.0,8085.0,18116.0,,77963.0,1138.0,92072.0,568600.0,1046000.0,5.82
,,Charter Oak CDP,0.0,44889.0,,,77637.0,3226.0,98808.0,289439.72073843045,578325.2266869139,5.575200000000001
,,Cherryland CDP,0.0,47655.0,3301.0,,75470.0,4769.0,89409.0,272431.9406036838,688898.1969469634,5.615399999999999
,,Clayton city,0.0,66560.0,10255.0,,150948.0,3986.0,188460.0,298496.5943754853,678113.641676563,5.615399999999999
,,Clearlake city,0.0,192275.0,18183.0,,37783.0,6002.0,50410.0,,,
,,Cloverdale city,0.0,78862.0,11427.0,,89630.0,3617.0,112297.0,126071.68084366474,500041.1795469681,5.612
,,Colma town,0.0,1407759.0,32565.0,,102500.0,464.0,117223.0,525700.0,1076800.0,5.6444
,,Columbia CDP,0.0,1841.0,5359.0,,40730.0,1006.0,58044.0,,,
,,Contra Costa Centre CDP,0.0,4201.0,20640.0,,135139.0,3644.0,144034.0,391682.1763921603,835377.4820001287,5.615399999999999
,,Copperopolis CDP,0.0,,2107.0,,81319.0,1285.0,99185.0,58600.00000000001,323900.0,
,,Corning city,0.0,322528.0,99773.0,,48313.0,2644.0,54012.0,28719.415606102284,223472.8016453313,
,,Coronado city,0.0,97694.0,310284.0,,114559.0,7147.0,174248.0,1655135.9124821683,1964321.0619502503,5.4622
,,Corralitos CDP,0.0,6326.0,1021.0,,154958.0,1030.0,165890.0,288700.0,689300.0,5.6268
,,Corte Madera town,0.0,1703656.0,73948.0,,183661.0,3930.0,243760.0,791045.4605252077,1392144.5472478676,5.5982
,,Coto de Caza CDP,0.0,31246.0,7492.0,,210990.0,5033.0,283553.0,536417.6569464409,809011.9857518516,5.4428
,,Cottonwood CDP,0.0,49613.0,2581.0,,,,,42534.73518833992,272685.7865795949,5.328
,,Country Club CDP,0.0,15623.0,3672.0,,71185.0,3361.0,86690.0,81966.48417851496,275976.15876107465,5.4856
,,Crest CDP,0.0,1352.0,,,102031.0,981.0,112120.0,149900.0,446600.0,5.4622
,,Crestline CDP,0.0,36596.0,11211.0,,64523.0,3795.0,80833.0,49600.69437897265,255895.67051400867,5.4656
,,Crockett CDP,0.0,,13994.0,,95357.0,1516.0,105527.0,171589.67038684647,533248.4370383671,5.615399999999999
,,Cupertino city,0.0,,259328.0,,199778.0,20963.0,245527.0,1480166.2233663786,1879899.3624635488,5.5942
,,Cutler CDP,0.0,7128.0,,,53370.0,1155.0,60285.0,46000.0,208400.0,5.5363999999999995
,,Cutten CDP,0.0,10103.0,,,84688.0,1210.0,98719.0,,,
,,Cypress city,0.0,643242.0,144997.0,386485.0,109180.0,15998.0,129523.0,490999.82757810486,776433.1206629636,5.4428870303202155
,,Dana Point city,0.0,379905.0,447954.0,,111132.0,14197.0,156760.0,934746.684201082,1223183.1629274276,5.442800000000001
,,Danville town,0.0,596643.0,134247.0,,181453.0,16240.0,239310.0,581654.3663814958,1009805.5003153676,5.615399999999999
,,Del Aire CDP,0.0,12269.0,,,116520.0,3390.0,142041.0,478295.9131304149,802383.6296156407,5.575200000000001
,,Del Mar city,0.0,18593.0,120560.0,,157708.0,1818.0,263874.0,1814367.0820514157,2201652.4311369085,5.4622
,,Del Monte Forest CDP,0.0,,,,140132.0,1686.0,231705.0,940918.3757325072,1329484.9669948595,5.7104
,,Denair CDP,0.0,21019.0,,,96611.0,1704.0,97505.0,92400.0,327100.0,5.5232
,,Desert Edge CDP,0.0,,8125.0,,36799.0,1827.0,45188.0,25700.000000000004,201700.0,5.444599999999999
,,Diamond Springs CDP,0.0,233722.0,20198.0,,64674.0,4887.0,87535.0,65173.06013738086,350172.6331003163,
,,Discovery Bay CDP,0.0,70914.0,11715.0,,138576.0,5516.0,164040.0,170286.03664686944,503227.392881176,5.615399999999999
,,Dixon Lane-Meadow Creek CDP,0.0,14776.0,,,,,,,,
,,Earlimart CDP,0.0,8170.0,,,43194.0,1908.0,56683.0,37900.0,201300.0,5.5364
,,East Foothills CDP,0.0,,,,168390.0,2231.0,208308.0,421243.7858925145,815672.1073849214,5.5942
,,East Hemet CDP,0.0,29929.0,7998.0,,65268.0,5529.0,77352.0,48964.8409329781,248906.48650093985,5.444599999999999
,,East Los Angeles CDP,0.0,451092.0,115672.0,445901.0,54629.0,31206.0,68834.0,243540.40960119857,583424.0799356949,5.575200000000001
,,East Palo Alto city,0.0,306186.0,75667.0,,96349.0,8163.0,130055.0,545941.505067329,1027549.011573786,5.6444
,,East Pasadena CDP,0.0,125626.0,46963.0,,94375.0,1956.0,134023.0,779713.9261604231,1015921.626252313,5.575200000000001
,,East Porterville CDP,0.0,10704.0,,,31151.0,1319.0,50283.0,41282.13298627403,196024.06519166465,5.5364
,,East Quincy CDP,0.0,20346.0,2507.0,,64143.0,850.0,82194.0,34200.0,250900.0,
,,East Rancho Dominguez CDP,0.0,53447.0,,,62886.0,3267.0,83855.0,209428.6946657656,501066.46479492873,5.575200000000001
,,East San Gabriel CDP,0.0,26018.0,12291.0,,94043.0,7578.0,108977.0,699722.3119295387,921662.7607833073,5.575200000000001
,,East Whittier CDP,0.0,,,,82612.0,3346.0,94965.0,350672.23095442343,630912.7687745098,5.575186570018026
,,Edwards AFB CDP,0.0,4964.0,,,72188.0,695.0,87843.0,,,5.6938
,,El Granada CDP,0.0,26156.0,32841.0,,182174.0,2138.0,220775.0,611200.0,1077700.0,5.6444
,,El Rio CDP,0.0,23108.0,1625.0,,63270.0,1723.0,82313.0,228396.2280175049,518469.8099854125,5.668
,,El Segundo city,0.0,3402096.0,334116.0,19427277.0,126683.0,7070.0,154026.0,1073760.4512439042,1295709.5501714065,5.575200000000001
,,El Sobrante CDP (Contra Costa County),0.0,44827.0,9264.0,,101536.0,5328.0,123842.0,,,
,,El Sobrante CDP (Riverside County),0.0,,5795.0,,133667.0,3756.0,170545.0,,,
,,El Verano CDP,0.0,4324.0,3305.0,,86548.0,1242.0,104794.0,276431.28841823904,708688.1771474335,5.612
,,Emerald Lake Hills CDP,0.0,5971.0,,,250000.0,1572.0,412217.0,1070750.2239465243,1547136.3983914035,5.6444
,,Esparto CDP,0.0,4644.0,,,87837.0,1081.0,120478.0,64300.0,292700.0,5.3896
,,Fairbanks Ranch CDP,0.0,4242.0,,,231721.0,833.0,295678.0,755500.0,1148800.0,5.4622
,,Fairfax town,0.0,89929.0,22544.0,,111290.0,3410.0,131887.0,435251.7244895479,1044809.926524661,5.5982
,,Fairview CDP,0.0,1289.0,,,135880.0,3660.0,170794.0,292703.1345012784,673697.4717660052,5.615399999999999
,,Felton CDP,0.0,80970.0,11364.0,,107159.0,1441.0,132764.0,332527.5754478813,728324.1858415327,5.6268
,,Florence-Graham CDP,0.0,206139.0,41901.0,,53478.0,14469.0,65197.0,195400.0,471799.99999999994,5.5752
,,Florin CDP,0.0,1160721.0,91158.0,,53921.0,15199.0,73135.0,71966.07846066808,301792.25799439335,5.464799999999999
,,Foothill Farms CDP,0.0,88951.0,15540.0,,57810.0,12698.0,68746.0,80522.2036735488,315205.86657086393,5.464799999999999
,,Ford City CDP,0.0,4687.0,,,41858.0,1252.0,51643.0,,,5.6938
,,Forestville CDP,0.0,16103.0,9180.0,,88594.0,1510.0,116176.0,141310.23851644684,568541.5414939914,5.612
,,Fort Bragg city,0.0,163290.0,46110.0,,46174.0,2925.0,64500.0,,,
,,Fort Irwin CDP,0.0,4145.0,,,58000.0,2790.0,63701.0,,,5.4656
,,Fortuna city,0.0,167549.0,28747.0,,53526.0,4901.0,73418.0,,,
,,Foster City city,0.0,315685.0,115174.0,,173721.0,12475.0,211432.0,1100892.1243908394,1592157.755483281,5.6444
,,Franklin CDP,0.0,6857.0,1045.0,,,,,76461.14079080292,300773.7252324885,5.457599999999999
,,Frazier Park CDP,0.0,28933.0,1592.0,,37662.0,1164.0,64952.0,39400.0,260400.0,5.693799479307985
,,French Valley CDP,0.0,36759.0,2564.0,,116972.0,10032.0,136026.0,83260.52113570289,324328.39844930853,5.444599999999999
,,Fruitdale CDP,0.0,,3001.0,,151364.0,520.0,186134.0,640900.0,1082000.0,5.5942
,,Fruitridge Pocket CDP,0.0,11479.0,,,40717.0,1893.0,47607.0,70237.51356393141,278793.3065941085,5.464799999999999
,,Galt city,0.0,636321.0,,,77669.0,8090.0,95938.0,79567.94935999498,327773.11600737605,5.464799999999999
,,Garden Acres CDP,0.0,25505.0,2295.0,,48956.0,2911.0,58817.0,48249.37051110843,238593.041824997,5.4856
,,Gold River CDP,0.0,65372.0,27381.0,,141339.0,3437.0,174676.0,152348.6688662836,429655.6985611122,5.4648
,,Golden Hills CDP,0.0,14118.0,2929.0,,96054.0,3729.0,118518.0,24300.0,216299.99999999997,5.6938
,,Goshen CDP,0.0,38176.0,,,55494.0,1310.0,72851.0,49423.68833776314,219330.8171901432,5.5363999999999995
,,Grand Terrace city,0.0,80372.0,9900.0,,76791.0,4721.0,93396.0,92243.891085549,351935.17392409226,5.465599802456394
,,Granite Bay CDP,0.0,114229.0,33361.0,,161557.0,7725.0,207653.0,180585.86777501905,483995.89277224994,5.464799999999999
,,Granite Hills CDP,0.0,2266.0,,,131127.0,1224.0,154588.0,193497.06348782417,502238.14091169555,5.4622
,,Greenacres CDP,0.0,22662.0,11696.0,,76250.0,1536.0,94375.0,55799.33892198107,274854.78840024804,5.6938
,,Grover Beach city,0.0,122087.0,39045.0,,77637.0,5067.0,92123.0,221311.66909672195,576064.1636933616,5.82
,,Guerneville CDP,0.0,70209.0,20989.0,,76484.0,2418.0,103835.0,142911.88683981198,570368.7527755104,5.612
,,Harbison Canyon CDP,0.0,,,,86087.0,1454.0,135690.0,158848.69440674508,451196.93205825944,5.4622
,,Hawaiian Gardens city,0.0,85656.0,24709.0,,66578.0,3733.0,74642.0,282090.961808319,556403.9408364911,5.575172797950824
,,Hayfork CDP,0.0,20350.0,,,39692.0,991.0,66799.0,,,
,,Healdsburg city,0.0,358782.0,91229.0,469646.0,94375.0,4626.0,137804.0,306263.1366604997,833135.9844336802,5.612
,,Heber CDP,0.0,,,,54668.0,1869.0,65599.0,,,5.5649999999999995
,,Hermosa Beach city,0.0,314154.0,143368.0,,144388.0,8926.0,213338.0,2109377.033713328,2069010.825863954,5.5752
,,Hidden Meadows CDP,0.0,,,,126089.0,1495.0,135430.0,155700.0,461200.0,5.4622
,,Hidden Valley Lake CDP,0.0,17601.0,,,77051.0,2264.0,90876.0,,,
,,Highgrove CDP,0.0,20201.0,2302.0,,90682.0,1892.0,101656.0,90836.38255045832,334594.8922486553,5.444603641785182
,,Highlands-Baywood Park CDP,0.0,14761.0,,,,,,1092192.3687583206,1610654.7174799654,5.6444
,,Hillsborough town,0.0,,4547.0,,250000.0,3512.0,510494.0,1956526.6887594168,2241437.117120518,5.6444
,,Holtville city,0.0,13904.0,1128.0,,45759.0,1518.0,59365.0,,,5.5649999999999995
,,Home Gardens CDP,0.0,13402.0,,,77403.0,3124.0,93290.0,139808.81331225208,404868.3176807157,5.444599999999999
,,Homestead Valley CDP,0.0,5556.0,,,34236.0,1319.0,41133.0,16400.0,164800.0,5.4656
,,Humboldt Hill CDP,0.0,3183.0,,,75085.0,1332.0,92115.0,,,
,,Huron city,0.0,21209.0,1042.0,,34714.0,1706.0,48803.0,,,5.515600000000001
,,Idyllwild-Pine Cove CDP,0.0,20028.0,24316.0,,73006.0,1299.0,88733.0,72507.5476746177,332957.1101545246,5.4445999999999986
,,Indian Wells city,0.0,14295.0,155717.0,,120680.0,2517.0,208208.0,256172.60055439477,631121.7415854092,5.444599999999999
,,Interlaken CDP,0.0,7122.0,,,106843.0,2033.0,140736.0,202891.13550255809,554063.5893906998,5.6268
,,Ione city,0.0,9477.0,1353.0,,68902.0,2214.0,79640.0,42300.0,301800.0,
,,Irwindale city,0.0,146389.0,24112.0,1848640.0,96250.0,416.0,114521.0,229715.1216094751,511624.5116411653,5.575200000000001
,,Isla Vista CDP,0.0,18495.0,34021.0,,22386.0,4571.0,32936.0,451071.0288891562,1021513.758091274,5.5982
,,Jamestown CDP,0.0,61246.0,6263.0,,43543.0,1932.0,71566.0,40700.00000000001,289500.0,
,,Jamul CDP,0.0,22074.0,6084.0,,126250.0,1953.0,157112.0,156119.34351165636,465384.4499025162,5.4622
,,Joshua Tree CDP,0.0,13532.0,,,47944.0,2904.0,66854.0,17848.644173173056,186896.88162734456,5.4656
,,Kelseyville CDP,0.0,41500.0,,,42381.0,1372.0,49530.0,,,
,,Kennedy CDP,0.0,4610.0,,,42083.0,733.0,57815.0,60356.34562072936,246491.97799605704,5.4856
,,Kensington CDP,0.0,4657.0,3710.0,,167500.0,2096.0,237462.0,659070.1843319538,1165265.1593014796,5.615399999999999
,,Kentfield CDP,0.0,43941.0,10775.0,,209750.0,2761.0,324883.0,989976.1781939884,1690503.2470470758,5.5982
,,Kings Beach CDP,0.0,60087.0,15484.0,,53388.0,1295.0,64428.0,,,
,,La Cañada Flintridge city,0.0,256540.0,58366.0,,187384.0,6444.0,277279.0,1104601.5315690157,1319642.150715844,5.575200000000001
,,La Habra Heights city,0.0,3831.0,414.0,,181591.0,1970.0,243523.0,373113.7120357042,637704.1996267502,5.575199918074622
,,La Mesa city,0.0,1296527.0,202736.0,,75616.0,24475.0,95038.0,250578.28469977385,589607.0782710174,5.4622
,,La Presa CDP,0.0,128931.0,27531.0,,75743.0,11469.0,97457.0,179831.79510961316,475550.5192190643,5.4622
,,La Quinta city,0.0,669982.0,,,83412.0,15375.0,130335.0,223845.7855604309,574313.6032601964,5.444599999999999
,,La Riviera CDP,0.0,22221.0,14963.0,,77493.0,4539.0,92522.0,105085.13838714888,354130.3260323597,5.464799999999999
,,Ladera Heights CDP,0.0,95094.0,5394.0,,112604.0,2715.0,156784.0,611440.8712867651,871516.9036576484,5.575200000000001
,,Lafayette city,0.0,298692.0,115446.0,,192546.0,8917.0,277216.0,637535.4059535562,1110448.3899685503,5.615399999999999
,,Laguna Woods city,0.0,151066.0,22226.0,,53076.0,11933.0,70559.0,542385.9146037797,837734.3264962203,5.4428
,,Lake Arrowhead CDP,0.0,81819.0,42223.0,,79750.0,3927.0,105451.0,98785.50261596688,373572.7729731901,5.4656
,,Lake Isabella CDP,0.0,64405.0,6509.0,,25304.0,1424.0,37783.0,,,5.6938
,,Lake Los Angeles CDP,0.0,8450.0,,,53307.0,3457.0,63307.0,22039.96433216861,171360.32749554276,5.575200000000001
,,Lake Mathews CDP,0.0,2342.0,,,96044.0,1923.0,121809.0,91104.05684344145,325019.1116568584,5.444599999999999
,,Lake San Marcos CDP,0.0,1543.0,,,91308.0,2165.0,110638.0,281748.7013353427,639378.0455687429,5.4622
,,Lake of the Pines CDP,0.0,,675.0,,99128.0,1884.0,122680.0,111200.0,396400.0,
,,Lakeland Village CDP,0.0,14311.0,3258.0,,72029.0,3228.0,89036.0,76610.42394755047,308471.1699203736,5.444599973896688
,,Lakeport city,0.0,172014.0,19578.0,,75155.0,2148.0,100226.0,,,
,,Lakeside CDP,0.0,63010.0,19560.0,,,,,158365.19148723394,470501.4494525007,5.4622
,,Larkfield-Wikiup CDP,0.0,34069.0,12770.0,,84508.0,2903.0,109823.0,192433.64129229172,590461.251641566,5.612
,,Larkspur city,0.0,201251.0,69856.0,,135260.0,6213.0,197818.0,942444.5581708224,1563169.639148228,5.5982
,,Las Flores CDP,0.0,19560.0,8028.0,,,,,477341.92363267735,749316.7307733782,5.4428
,,Lemon Hill CDP,0.0,55796.0,3860.0,,43254.0,4488.0,54510.0,60653.70656463961,274311.2985141063,5.464799999999999
,,Lennox CDP,0.0,62376.0,7891.0,,49694.0,5658.0,63521.0,,,5.575200000000001
,,Lenwood CDP,0.0,2014.0,,,53961.0,1287.0,64319.0,17500.0,140500.0,5.4656
,,Lexington Hills CDP,0.0,,1547.0,,210156.0,869.0,271535.0,476700.00000000006,838499.9999999999,5.5942
,,Lincoln Village CDP,0.0,136373.0,26642.0,,78945.0,1203.0,93941.0,98261.2085361799,298228.5991978301,5.4856
,,Linda CDP,0.0,72215.0,,,53571.0,7064.0,65676.0,37017.16107673813,202007.8640525742,5.287599999999999
,,Loma Linda city,0.0,339664.0,31679.0,,63272.0,9475.0,85006.0,125382.56045742903,387727.6131110749,5.465599599748885
,,Lomita city,0.0,185110.0,45416.0,,85852.0,7861.0,109330.0,486316.0556438152,756899.4198135848,5.575200000000001
,,Loomis town,0.0,72940.0,16293.0,31500.0,72955.0,2930.0,114829.0,141682.43826333017,438090.5017577055,
,,Los Alamitos city,0.0,185322.0,83209.0,,91051.0,4165.0,118562.0,604585.0111881738,901046.4195426129,5.442954916324773
,,Los Altos Hills town,0.0,,,,250000.0,3125.0,417418.0,1779434.5298738074,2087577.3146223703,5.5942
,,Los Altos city,0.0,,123972.0,,250000.0,10805.0,357631.0,2041064.305478523,2366166.2280403473,5.5942
,,Los Gatos town,0.0,,169629.0,,166642.0,13036.0,262651.0,1312246.622653901,1700045.1216333208,5.5942
,,Los Osos CDP,0.0,110463.0,11490.0,,82894.0,6237.0,96893.0,213647.46097940588,612551.7030952072,5.82
,,Lucas Valley-Marinwood CDP,0.0,,,,168221.0,2423.0,243385.0,483900.0,1046500.0,5.5982
,,Lucerne CDP,0.0,13774.0,,,44139.0,1282.0,108771.0,,,
,,Madera Acres CDP,0.0,,,,92909.0,2625.0,107578.0,36969.39704151644,211333.09882325432,5.412599999999999
,,Magalia CDP,0.0,28154.0,1663.0,,51766.0,4209.0,68971.0,29022.709531713823,214737.2516471164,5.247400000000001
,,Mammoth Lakes town,0.0,137329.0,406713.0,,77545.0,3072.0,91061.0,,,
,,Manhattan Beach city,0.0,777351.0,319256.0,,169586.0,13422.0,260549.0,2243263.5294319517,2112822.582605389,5.575200000000001
,,Marin City CDP,0.0,24066.0,4913.0,,76148.0,1374.0,143421.0,355722.7366155319,964897.7927936435,5.5982
,,Marina del Rey CDP,0.0,117335.0,257691.0,,132746.0,5202.0,173802.0,,,5.5752000000000015
,,Mariposa County,0.0,79995.0,102055.0,,,,,,,
,,Marysville city,0.0,301667.0,37762.0,,45867.0,4773.0,57875.0,33670.9902767562,218812.206370189,5.287599999999999
,,Mather CDP,0.0,21616.0,3206.0,,122813.0,1447.0,131672.0,80876.18755164422,316742.843982399,5.464799999999999
,,Mayflower Village CDP,0.0,6368.0,3331.0,,107500.0,1734.0,116376.0,544208.5280169081,785416.3326745294,5.575200000000001
,,McKinleyville CDP,0.0,164018.0,22251.0,,59327.0,6442.0,79304.0,,,
,,McSwain CDP,0.0,3202.0,,,111995.0,1499.0,184339.0,54561.98912921902,263065.3107730864,5.4504
,,Mead Valley CDP,0.0,47672.0,,,73592.0,4434.0,87532.0,68920.83402435316,280143.8784020485,5.444599999999999
,,Meadow Vista CDP,0.0,14645.0,978.0,,87614.0,1306.0,120315.0,88300.0,342200.0,
,,Meiners Oaks CDP,0.0,13278.0,4829.0,,83789.0,1573.0,96981.0,376639.38293080777,757295.3289494705,5.668
,,Menlo Park city,0.0,485992.0,127949.0,,179913.0,11725.0,276133.0,1179909.8259388364,1618921.77070307,5.6444
,,Mentone CDP,0.0,20360.0,4503.0,,65949.0,3409.0,88277.0,74908.823054514,321053.76032628765,5.465600000000001
,,Midway City CDP,0.0,57208.0,,,48323.0,2505.0,79935.0,426048.951912283,741676.9615270916,5.4428
,,Mill Valley city,0.0,288975.0,62000.0,,179529.0,5622.0,277907.0,972761.654285691,1612668.1653285502,5.5982
,,Millbrae city,0.0,329544.0,161209.0,,141399.0,8108.0,182504.0,1090894.1085802976,1617634.992894743,5.6444
,,Mira Monte CDP,0.0,20573.0,12784.0,,80174.0,2742.0,110265.0,283079.4074204732,645776.6153674524,5.668
,,Mission Viejo city,0.0,1874025.0,230181.0,123209.0,126320.0,32690.0,151595.0,472444.2763473024,776159.5489945703,5.4428
,,Mojave CDP,0.0,56650.0,14033.0,,44757.0,1403.0,58858.0,26989.4127038292,219796.23651497797,5.6937999999999995
,,Montara CDP,0.0,6068.0,6092.0,,165722.0,1040.0,219568.0,567600.0,1068200.0,5.6444
,,Montecito CDP,0.0,31129.0,96869.0,,193423.0,3207.0,302974.0,964171.5918038774,1708927.412026884,5.5982
,,Morada CDP,0.0,,,,,1236.0,174824.0,78600.0,302600.0,5.4856
,,Moraga town,0.0,104678.0,19981.0,,167784.0,5505.0,235523.0,609503.5408166082,1070120.0934174273,5.615399999999999
,,Morongo Valley CDP,0.0,17824.0,,,42552.0,1515.0,59158.0,20960.52663366809,188889.65766230557,5.465598132309835
,,Morro Bay city,0.0,105970.0,80209.0,,80808.0,4884.0,103874.0,317406.96676587535,725031.9901759364,5.82
,,Moss Beach CDP,0.0,5781.0,10416.0,,116773.0,1109.0,152716.0,567600.0,1068200.0,5.6444
,,Mountain View city,0.0,1304993.0,486256.0,683903.0,158104.0,34316.0,213751.0,1446217.0642662111,1876426.8089051575,5.5942
,,Muscoy CDP,0.0,4964.0,669.0,,45907.0,2434.0,68725.0,73578.61966009845,298299.8649574808,5.4656
,,Myrtletown CDP,0.0,84450.0,2242.0,,52969.0,2094.0,84365.0,,,
,,Needles city,0.0,32830.0,19462.0,,32839.0,1955.0,52647.0,27300.0,109700.0,5.4656
,,Nevada City city,0.0,76812.0,33223.0,,53534.0,1438.0,84718.0,107120.148140767,432658.30710727675,
,,Newport Beach city,0.0,3007406.0,1227569.0,704688.0,142463.0,38724.0,229388.0,2243103.4181105965,2172879.244872931,5.442799999999999
,,North Auburn CDP,0.0,661154.0,63373.0,,72549.0,5418.0,90581.0,97734.81020144542,371637.45431577286,
,,North El Monte CDP,0.0,,,,88795.0,1235.0,137873.0,540800.0,750600.0,5.575200000000001
,,North Fair Oaks CDP,0.0,43986.0,24261.0,120840.0,108580.0,4033.0,142365.0,899031.6724967896,1376805.101898988,5.6444
,,North Lakeport CDP,0.0,12639.0,,,61563.0,1211.0,81111.0,,,
,,North Richmond CDP,0.0,7729.0,,,87740.0,1073.0,101602.0,117665.11812061977,454673.35936139285,5.615399999999999
,,North Tustin CDP,0.0,17862.0,4542.0,,157487.0,8819.0,200877.0,540603.7625813022,823791.4956807726,5.4428
,,Novato city,0.0,883176.0,138571.0,378920.0,107975.0,20682.0,142676.0,333303.81186983146,820232.1147614011,5.5982
,,Oak Park CDP,0.0,13198.0,10005.0,,143153.0,5018.0,191131.0,538468.6346707653,823363.5424947132,5.6679979497107515
,,Oak View CDP,0.0,19896.0,,,99375.0,2158.0,111012.0,275772.2118752256,631061.1031987019,5.668
,,Oakdale city,0.0,298680.0,50066.0,,72479.0,8167.0,91845.0,90004.42184547226,319748.6426741692,5.5232
,,Oakhurst CDP,0.0,164970.0,36511.0,,61250.0,2277.0,82834.0,48435.541493315315,233047.3886577538,5.412599999999999
,,Oakley city,0.0,143028.0,,,109806.0,12480.0,121237.0,95334.66113256692,406612.29990214447,5.615399999999999
,,Oasis CDP,0.0,1119.0,,,20598.0,1150.0,29294.0,153300.0,449299.99999999994,5.444599999999999
,,Oceano CDP,0.0,12611.0,,,68495.0,2958.0,82575.0,175680.59268903986,543398.5119054622,5.819999999999999
,,Oildale CDP,0.0,151961.0,31262.0,,42073.0,12361.0,52141.0,46200.0,238500.0,5.6938
,,Olivehurst CDP,0.0,58423.0,1873.0,,60548.0,5041.0,74917.0,37606.617795335565,205490.54064021353,5.287599999999999
,,Orcutt CDP,0.0,110769.0,29276.0,,100979.0,10962.0,119629.0,133244.4530773716,447669.9758871386,5.598200000000001
,,Orinda city,0.0,86199.0,25615.0,,248984.0,7252.0,345478.0,610473.8143250395,1094849.2532217205,5.615399999999999
,,Orland city,0.0,159565.0,15035.0,,49872.0,2797.0,60722.0,34831.42314248483,232894.2694274545,
,,Oroville East CDP,0.0,18415.0,,,78016.0,3056.0,91081.0,37741.99410362787,235463.90616095907,5.247400000000001
,,Oroville city,0.0,451538.0,53459.0,469213.0,38801.0,7352.0,55957.0,31376.09820458512,213572.7371769451,5.247400000000001
,,Pacheco CDP,0.0,34959.0,6589.0,,93737.0,1916.0,110664.0,217088.5830220813,603585.0279935839,5.615399999999998
,,Pacific Grove city,0.0,134813.0,88938.0,,92980.0,6731.0,121853.0,808217.4464018693,1128742.959923684,5.7104
,,Pacifica city,0.0,172002.0,67500.0,,138548.0,13986.0,158221.0,585150.1350120493,1100216.080256587,5.6444
,,Pajaro CDP,0.0,8188.0,1799.0,,58529.0,574.0,71775.0,183000.0,525700.0,5.7104
,,Palermo CDP,0.0,6130.0,,,42135.0,2071.0,63012.0,26000.0,196299.99999999997,5.247400000000001
,,Palos Verdes Estates city,0.0,15736.0,11696.0,,202569.0,4909.0,292814.0,1443519.3669255842,1549715.345180368,5.575200000000001
,,Paradise town,0.0,185996.0,,,51396.0,3479.0,68286.0,43386.61146227592,255923.95840539868,5.247400000000001
,,Parkway CDP,0.0,141852.0,18170.0,,50422.0,4936.0,66109.0,70766.87485199953,287088.38224847027,5.464799999999999
,,Parkwood CDP,0.0,2805.0,,,51391.0,553.0,74575.0,39500.0,212500.0,5.412599999999999
,,Penngrove CDP,0.0,20784.0,1685.0,,91618.0,1032.0,115819.0,224305.10801230255,639630.7545725902,5.612
,,Phelan CDP,0.0,70844.0,11573.0,,66589.0,4941.0,83390.0,30269.21732650112,204175.7976028414,5.4656
,,Piedmont city,0.0,21345.0,,,250000.0,3821.0,360360.0,1141710.1194231173,1715854.708423067,5.615399999999999
,,Pinole city,0.0,361295.0,81810.0,,104275.0,6794.0,123770.0,182759.188552945,553451.4981384283,5.615399999999999
,,Pismo Beach city,0.0,175447.0,183516.0,,94268.0,4283.0,127480.0,518983.36827082344,932141.3846065697,5.82
,,Piñon Hills CDP,0.0,4776.0,958.0,,62844.0,2437.0,94216.0,31499.999999999996,207600.0,5.465619372346431
,,Placentia city,0.0,506192.0,94510.0,846167.0,103041.0,16371.0,124330.0,424334.955764372,705949.0057484705,5.442799999999999
,,Pleasant Hill city,0.0,733028.0,183375.0,1539.0,131012.0,13825.0,153999.0,360025.4806224888,773790.20824347,5.615399999999999
,,Pleasanton city,0.0,1864716.0,381804.0,1345421.0,167932.0,27733.0,214158.0,594339.7054842458,1009999.9987436554,5.615399999999999
,,Pleasure Point CDP,0.0,13491.0,16554.0,,99615.0,2730.0,137361.0,836500.0,1334100.0,5.6268
,,Plumas County,0.0,131816.0,39350.0,,,,,,,
,,Pollock Pines CDP,0.0,46752.0,4543.0,,58287.0,2790.0,76747.0,46080.45147411562,297869.8420009107,
,,Poplar-Cotton Center CDP,0.0,,,,38667.0,590.0,43246.0,40900.0,196000.0,5.5364
,,Portola Valley town,0.0,,6036.0,,250000.0,1662.0,435371.0,1615900.0,2029700.0,5.6444
,,Prunedale CDP,0.0,114561.0,10415.0,,95175.0,5623.0,121651.0,169169.82544376,480176.22326733655,5.7104
