clean_city,NAME,NAMELSAD,num_firms,44-45_RCPTOT,72_RCPTOT,31-33_RCPTOT,median_income,households,mean_income,land_value,property_value,diesel
adelanto,Adelanto,Adelanto city,2.0,68095.0,12793.0,371799.0,58040.0,8451.0,66318.0,20604.02361686716,187118.3538001193,5.4656
alamo,Alamo,Alamo CDP,1.0,179565.0,,,250000.0,4973.0,332932.0,630961.169036007,1091269.361011307,5.615399999999999
alhambra,Alhambra,Alhambra city,6.0,1938025.0,254569.0,,73035.0,30057.0,93467.0,475758.8451069462,762730.9489703866,5.575200000000001
aliso viejo,Aliso Viejo,Aliso Viejo city,1.0,388496.0,121360.0,,122320.0,18999.0,144493.0,585136.9229044861,861736.0465114446,5.442799999999999
altadena,Altadena,Altadena CDP,1.0,152601.0,,,109743.0,14789.0,154430.0,560555.0006373478,870539.1896529325,5.575200000000001
alturas,Alturas,Alturas city,1.0,45698.0,,,50843.0,1159.0,58701.0,,,
american canyon,American Canyon,American Canyon city,4.0,224590.0,26989.0,,117846.0,5540.0,140821.0,133815.18605217393,470032.4376646139,5.6894
anaheim,Anaheim,Anaheim city,10.0,4281984.0,2536176.0,4511272.0,81806.0,103570.0,103011.0,406091.511854501,702794.9352261797,5.4428000154465055
anderson,Anderson,Anderson city,1.0,237705.0,32799.0,,40954.0,4577.0,55547.0,45844.81436760924,273260.2773638202,5.328
antelope,Antelope,Antelope CDP,39.0,406813.0,38267.0,,86221.0,15089.0,98385.0,89550.28538814926,336032.0506698012,5.464799999999999
antioch,Antioch,Antioch city,1.0,1120152.0,132198.0,239948.0,82244.0,35742.0,103141.0,94047.27746543882,395911.86075986153,5.615390154549999
apple valley,Apple Valley,Apple Valley town,4.0,685064.0,86562.0,,61758.0,24427.0,82589.0,36209.048250421736,217025.48885323637,5.4656
arcadia,Arcadia,Arcadia city,3.0,978494.0,265741.0,151369.0,99588.0,19189.0,135289.0,947397.5628033732,1137242.864236434,5.575200000000001
arroyo grande,Arroyo Grande,Arroyo Grande city,2.0,362633.0,59771.0,,90405.0,7376.0,105639.0,250324.47052977333,613716.7962182272,5.819999999999999
artesia,Artesia,Artesia city,3.0,227963.0,86538.0,159707.0,83321.0,4417.0,97248.0,422731.42002576886,658756.2415608313,5.575200000000001
arvin,Arvin,Arvin city,11.0,121319.0,12898.0,,42961.0,4444.0,54075.0,33310.210968623156,210878.6018748115,5.6938
atascadero,Atascadero,Atascadero city,1.0,350204.0,72398.0,,82777.0,11733.0,105941.0,154796.55410439678,476102.44810560945,5.82
atwater,Atwater,Atwater city,14.0,281308.0,36127.0,,59436.0,10309.0,72260.0,47457.69614007263,242755.59412031848,5.4504
azusa,Azusa,Azusa city,3.0,492207.0,78303.0,1225831.0,74043.0,13384.0,93039.0,289737.19298624544,572961.5562214745,5.575200000000001
bakersfield,Bakersfield,Bakersfield city,441.0,6145741.0,961701.0,868953.0,69014.0,123334.0,89574.0,57527.91361167019,259588.69459658436,5.6938
baldwin park,Baldwin Park,Baldwin Park city,11.0,967098.0,111227.0,229780.0,72554.0,17555.0,87473.0,265266.0391057673,542189.137757196,5.575200000000001
bay point,Bay Point,Bay Point CDP,2.0,65953.0,9727.0,,71250.0,6542.0,95481.0,111347.91826280773,432731.65565739985,5.615399999999999
beaumont,Beaumont,Beaumont city,7.0,494731.0,60723.0,,92797.0,15610.0,104306.0,62438.67737087366,291886.3509280799,5.444599999999999
bell gardens,Bell Gardens,Bell Gardens city,4.0,277158.0,208227.0,,50311.0,9330.0,60693.0,,,5.575200000000001
bellflower,Bellflower,Bellflower city,6.0,569615.0,123719.0,,70236.0,24018.0,84993.0,318446.5185401734,603455.0292381281,5.575200000000001
belmont,Belmont,Belmont city,1.0,342357.0,79426.0,,178125.0,10961.0,221715.0,1058511.993051169,1603683.8529393722,5.6444
benicia,Benicia,Benicia city,1.0,275427.0,65898.0,3492894.0,118433.0,10844.0,139472.0,219107.92654180745,573689.6453438676,5.460800000000001
beverly hills,Beverly Hills,Beverly Hills city,1.0,3840092.0,952513.0,,103944.0,14401.0,204174.0,3649655.273383999,3299083.4133179644,5.575200000000001
big bear city,Big Bear City,Big Bear City CDP,1.0,22090.0,4014.0,,57147.0,5318.0,69822.0,54457.1867672235,284315.2697846068,5.4656
bishop,Bishop,Bishop city,1.0,190250.0,53460.0,,71927.0,2056.0,74654.0,,,
bloomington,Bloomington,Bloomington CDP,5.0,73389.0,7523.0,,68628.0,5675.0,78116.0,96802.25938119952,335830.1271309041,5.4655989152919275
bodega bay,Bodega Bay,Bodega Bay CDP,1.0,,,,,466.0,134613.0,327137.0696280761,760733.0951697904,5.611999999999999
bonita,Bonita,Bonita CDP,1.0,10115.0,23861.0,,104694.0,4506.0,137670.0,228060.35956808997,550018.8480116903,5.4622
brawley,Brawley,Brawley city,1.0,175540.0,35929.0,,50964.0,7283.0,68734.0,,,5.5649999999999995
brea,Brea,Brea city,1.0,1175183.0,303786.0,1546306.0,108721.0,16584.0,133233.0,477785.3643995381,744770.0076311389,5.4428013631253265
buellton,Buellton,Buellton city,1.0,166751.0,48228.0,,107614.0,1923.0,119846.0,166082.62018337543,575786.039665022,5.5982
buena park,Buena Park,Buena Park city,6.0,1862577.0,296744.0,1388910.0,90503.0,24074.0,108185.0,373259.6878431979,679736.8150794943,5.442806110077384
burbank,Burbank,Burbank CDP,5.0,,,,120556.0,1960.0,153036.0,564286.2578061615,1048988.229563075,5.5942
burbank,Burbank,Burbank city,5.0,2730285.0,746506.0,1067111.0,82246.0,43357.0,116113.0,585259.790571967,925632.2111844242,5.575200000000001
calexico,Calexico,Calexico city,16.0,465605.0,51107.0,107228.0,47390.0,8994.0,67984.0,,,5.5649999999999995
camarillo,Camarillo,Camarillo city,2.0,1367883.0,218283.0,1057102.0,102789.0,25673.0,130976.0,356200.4854956978,636950.2122097377,5.668
camino,Camino,Camino CDP,1.0,,,,127721.0,786.0,142534.0,64002.86838784566,335181.8296344835,
campbell,Campbell,Campbell city,2.0,,245680.0,196266.0,130171.0,17346.0,172607.0,861728.5100687237,1286989.265713173,5.5942
carlsbad,Carlsbad,Carlsbad city,3.0,3111002.0,733515.0,5278139.0,119302.0,44350.0,157427.0,451317.8240285032,800010.7896153678,5.4622
carmel valley village,Carmel Valley Village,Carmel Valley Village CDP,1.0,21332.0,33582.0,,142222.0,1830.0,187553.0,485900.0,843400.0,5.7104
carmichael,Carmichael,Carmichael CDP,3.0,418963.0,74754.0,,74184.0,31033.0,102569.0,139980.09194232072,396050.2979688067,5.464799999999999
carpinteria,Carpinteria,Carpinteria city,1.0,98235.0,59907.0,512762.0,78349.0,4958.0,117278.0,563106.3301198076,1187839.9709368292,5.5982
carson,Carson,Carson city,2.0,2085024.0,239308.0,6344963.0,92548.0,26095.0,110851.0,321313.56474345736,579703.8733628367,5.575200000000001
caruthers,Caruthers,Caruthers CDP,5.0,15139.0,1370.0,,58309.0,613.0,68209.0,,,5.515600000000001
castaic,Castaic,Castaic CDP,2.0,157350.0,25099.0,,127344.0,5656.0,143926.0,209255.39833365835,484024.4966937907,5.575200000000001
castroville,Castroville,Castroville CDP,2.0,23528.0,7746.0,,69620.0,1479.0,74884.0,146100.0,444500.0,5.7104
cathedral city,Cathedral City,Cathedral City city,1.0,1072554.0,110555.0,,56671.0,18827.0,78863.0,100049.02606738756,354744.49244862614,5.444599999999999
ceres,Ceres,Ceres city,34.0,446565.0,67790.0,56784.0,64153.0,13512.0,75625.0,68179.73119810126,279864.5650136888,5.5232
cerritos,Cerritos,Cerritos city,4.0,4022057.0,320161.0,,115600.0,15582.0,143444.0,517690.12081087934,779635.8973792825,5.575169781628247
cherry valley,Cherry Valley,Cherry Valley CDP,1.0,6326.0,7584.0,,77273.0,2758.0,101220.0,58702.14337587086,295040.9328671496,5.444600049535862
chico,Chico,Chico city,2.0,2240390.0,315367.0,385732.0,60507.0,41787.0,82982.0,94616.72263916208,348132.8260069754,5.247400000000001
chino,Chino,Chino city,14.0,1424259.0,179746.0,1721328.0,91107.0,24753.0,105496.0,205903.83411198575,472007.1393336283,5.465600661142872
chino hills,Chino Hills,Chino Hills city,5.0,697660.0,189522.0,,109285.0,24922.0,132727.0,353754.7010752156,612171.9706933309,5.465604512896317
chowchilla,Chowchilla,Chowchilla city,8.0,105573.0,19930.0,,60875.0,3329.0,74103.0,36541.27550866892,206488.3673448919,5.412599999999999
chualar,Chualar,Chualar CDP,1.0,,,,,242.0,87596.0,109200.0,381500.0,5.7104
chula vista,Chula Vista,Chula Vista city,21.0,3155778.0,523754.0,1165270.0,92913.0,82354.0,112354.0,205719.3744294292,515445.0566329474,5.4622
citrus heights,Citrus Heights,Citrus Heights city,14.0,1136558.0,,,68457.0,33333.0,86515.0,92901.90006025803,341004.5070726266,5.464799999999999
claremont,Claremont,Claremont city,2.0,440414.0,127924.0,86258.0,111937.0,12172.0,146282.0,355929.02054300986,686040.345504985,5.575140827216026
clovis,Clovis,Clovis city,70.0,2026547.0,271540.0,308948.0,89769.0,39207.0,112027.0,82937.3816064254,298633.2768169087,5.515600000000001
coachella,Coachella,Coachella city,3.0,312644.0,44143.0,,40688.0,15669.0,55233.0,38545.72874073433,197060.48996768423,5.444599999999999
coalinga,Coalinga,Coalinga city,2.0,98152.0,18696.0,,65180.0,4502.0,78992.0,36852.08081532887,202512.96148714615,5.515600000000001
colfax,Colfax,Colfax city,1.0,,,,69844.0,865.0,87203.0,55711.04518180559,299948.91886550066,
colton,Colton,Colton city,9.0,662085.0,86790.0,1119228.0,60874.0,16709.0,72513.0,85901.79773835304,331765.2537917479,5.46559917347358
colusa,Colusa,Colusa city,1.0,98966.0,,,55664.0,2431.0,68710.0,48424.269605531605,248814.74115982756,
commerce,Commerce,Commerce city,10.0,1507787.0,373661.0,3605226.0,58226.0,3466.0,74681.0,241600.0,531400.0,5.575200000000001
compton,Compton,Compton city,5.0,574294.0,,1002824.0,62297.0,24921.0,72663.0,221000.95041514508,490138.5261486597,5.575200000000001
concord,Concord,Concord city,1.0,3164243.0,378735.0,439343.0,100011.0,45471.0,118420.0,205561.7530996177,571880.1897333537,5.615399999999999
corcoran,Corcoran,Corcoran city,2.0,50972.0,9476.0,,46782.0,4081.0,56601.0,33612.61854411803,179386.3212092069,5.4106000000000005
corona,Corona,Corona city,16.0,3106425.0,411593.0,3870402.0,95268.0,45875.0,115377.0,179540.09500584358,445946.273757467,5.444600000531418
costa mesa,Costa Mesa,Costa Mesa city,3.0,4557599.0,770862.0,1618105.0,96391.0,41243.0,125326.0,580633.4383007785,913167.63012024,5.4428
cotati,Cotati,Cotati city,2.0,199874.0,27812.0,,97500.0,2828.0,108810.0,214775.0731483919,608872.7681118536,5.612
covina,Covina,Covina city,5.0,912247.0,138671.0,,81570.0,16399.0,101799.0,296322.7235006431,577448.7332351201,5.575200000000001
crescent city,Crescent City,Crescent City city,1.0,118589.0,30176.0,,34676.0,1847.0,37057.0,,,
cressey,Cressey,Cressey CDP,1.0,,,,69318.0,90.0,75442.0,39600.0,211000.0,5.450400000000001
crows landing,Crows Landing,Crows Landing CDP,1.0,,,,32016.0,142.0,43244.0,59900.0,255100.0,5.5232
cudahy,Cudahy,Cudahy city,1.0,56216.0,,112489.0,47050.0,5775.0,55508.0,211400.0,481900.00000000006,5.575200000000001
culver city,Culver City,Culver City city,1.0,1905344.0,366766.0,357326.0,105346.0,18144.0,147109.0,1028678.7676605312,1328184.1145500196,5.575200000000001
daly city,Daly City,Daly City city,1.0,1151033.0,271184.0,,105374.0,31787.0,129197.0,597643.8878197977,1139824.4296539263,5.6444
davis,Davis,Davis city,2.0,595329.0,187322.0,,81231.0,25123.0,119855.0,355838.1295060502,670654.921501831,5.3896
delano,Delano,Delano city,27.0,415504.0,52393.0,,48344.0,11387.0,64653.0,47178.93523237737,260386.6259864834,5.6938
delhi,Delhi,Delhi CDP,9.0,49071.0,2905.0,,67570.0,2844.0,78065.0,53600.0,252700.0,5.4504
desert hot springs,Desert Hot Springs,Desert Hot Springs city,3.0,160546.0,31507.0,,37924.0,11640.0,52903.0,26793.566249146865,197077.0913544193,5.444599999999999
diamond bar,Diamond Bar,Diamond Bar city,3.0,424730.0,120854.0,,100776.0,17788.0,126368.0,457309.2785413316,708595.9497554668,5.575191504816944
dinuba,Dinuba,Dinuba city,9.0,324386.0,,,50186.0,6227.0,67739.0,56227.03495938764,234302.4725929912,5.5364
dixon,Dixon,Dixon city,2.0,593726.0,43728.0,,84208.0,6464.0,101777.0,113872.1171049216,384082.7666456041,5.460800000000001
dos palos,Dos Palos,Dos Palos city,3.0,34644.0,1793.0,,60250.0,1661.0,81494.0,36300.0,203599.99999999997,5.4504
downey,Downey,Downey city,6.0,1712367.0,398414.0,,77972.0,34497.0,100808.0,361169.78437292343,638001.779893452,5.5752
duarte,Duarte,Duarte city,3.0,694669.0,48681.0,209855.0,86903.0,7283.0,102425.0,371201.6401447377,669118.2973614713,5.5752
dublin,Dublin,Dublin city,2.0,1757955.0,264586.0,,171168.0,22946.0,201867.0,461244.0583025873,881461.1231288309,5.615399999999999
durham,Durham,Durham CDP,2.0,18109.0,2492.0,201152.0,107000.0,2124.0,123047.0,90667.41264665744,339236.9541817874,5.247400000000001
eastvale,Eastvale,Eastvale city,6.0,366795.0,62847.0,,141827.0,16713.0,156860.0,140222.31740614443,405152.0955601195,5.444604875405699
el cajon,El Cajon,El Cajon city,4.0,2313663.0,200687.0,837570.0,58193.0,35003.0,78839.0,209134.14310222375,527249.9448057998,5.4622
el centro,El Centro,El Centro city,7.0,1004945.0,138786.0,,49244.0,11798.0,68056.0,,,5.5649999999999995
el cerrito,El Cerrito,El Cerrito CDP,1.0,,,,110469.0,1401.0,116970.0,143727.32331026232,394034.0996806679,5.444599999999999
el cerrito,El Cerrito,El Cerrito city,1.0,441128.0,56165.0,,116875.0,10569.0,154490.0,474987.7223508541,960919.8735427232,5.615399999999999
el dorado hills,El Dorado Hills,El Dorado Hills CDP,1.0,367196.0,64711.0,354341.0,139810.0,16848.0,181784.0,131364.56614298455,427558.8078644963,5.464799999999999
el monte,El Monte,El Monte city,13.0,1567150.0,153114.0,507920.0,56524.0,28731.0,72148.0,357086.6662242454,607603.3462397562,5.575200000000001
el nido,El Nido,El Nido CDP,1.0,,,,48793.0,76.0,113842.0,,,5.4504
el paso de robles (paso robles),El Paso de Robles (Paso Robles),El Paso de Robles (Paso Robles) city,5.0,670319.0,174335.0,744294.0,75569.0,11960.0,94497.0,133707.09825564615,453695.94661542267,5.82
el sobrante,El Sobrante,El Sobrante CDP,1.0,,,,,,,149937.4613140476,465882.1983646475,5.529999999999999
elk grove,Elk Grove,Elk Grove city,48.0,2561679.0,309566.0,205413.0,106797.0,54262.0,123151.0,101791.44480144692,364556.0993642751,5.464799999999999
elverta,Elverta,Elverta CDP,1.0,4309.0,,,86685.0,1647.0,100571.0,73237.63738219801,311497.37773440673,5.464799999999999
emeryville,Emeryville,Emeryville city,2.0,422281.0,192535.0,669926.0,109960.0,7256.0,134951.0,,,5.615399999999999
empire,Empire,Empire CDP,1.0,6713.0,,,42204.0,1169.0,57373.0,58900.00000000001,254600.0,5.5232
encinitas,Encinitas,Encinitas city,1.0,1262725.0,284786.0,,132276.0,23746.0,187124.0,697516.9990063286,1067171.3986507542,5.4622
escalon,Escalon,Escalon city,1.0,81011.0,10286.0,,67176.0,2866.0,114869.0,100085.22591705016,324384.34403686656,5.4856
escondido,Escondido,Escondido city,4.0,3318730.0,316551.0,786958.0,70115.0,50456.0,90732.0,170107.38762703692,479217.0807652068,5.4622
eureka,Eureka,Eureka city,2.0,1008010.0,123661.0,85224.0,46926.0,10808.0,69007.0,,,
exeter,Exeter,Exeter city,3.0,93276.0,,,55519.0,3175.0,78101.0,60675.55277972682,248003.6826418568,5.5364
fair oaks,Fair Oaks,Fair Oaks CDP,1.0,198589.0,47534.0,,99629.0,12846.0,130862.0,130106.02849135765,394069.52171212406,5.464799999999999
fairfield,Fairfield,Fairfield city,4.0,1837477.0,221278.0,1947163.0,92625.0,37176.0,113117.0,111676.14184540756,412158.468550875,5.460800000000001
fallbrook,Fallbrook,Fallbrook CDP,1.0,214205.0,47669.0,35213.0,73165.0,10134.0,96753.0,148058.05016651424,436389.47146606905,5.4622
farmersville,Farmersville,Farmersville city,3.0,40432.0,22355.0,,48262.0,2779.0,55317.0,49023.687581295395,226500.9644673092,5.5364
farmington,Farmington,Farmington CDP,1.0,,,,,51.0,59747.0,95500.0,326500.0,5.4856
fillmore,Fillmore,Fillmore city,1.0,112143.0,,,78024.0,4812.0,92723.0,177966.68683380625,474637.2254794478,5.668
firebaugh,Firebaugh,Firebaugh city,1.0,26569.0,2937.0,,36667.0,2250.0,50485.0,39800.0,206900.0,5.515600000000001
folsom,Folsom,Folsom city,6.0,2036397.0,279448.0,377342.0,128421.0,27275.0,147050.0,167061.81690138977,459973.9973721376,5.464799999999999
fontana,Fontana,Fontana city,76.0,2994975.0,309822.0,1699719.0,83468.0,55307.0,99583.0,123080.98560917145,368864.49444139726,5.465596615415654
fountain valley,Fountain Valley,Fountain Valley city,1.0,1296453.0,194607.0,4271344.0,92765.0,18852.0,121234.0,528424.22372581,823946.1647158857,5.4428
fowler,Fowler,Fowler city,25.0,51474.0,6970.0,150615.0,61712.0,2107.0,80484.0,55720.43765638169,244121.81624192864,5.515600000000001
freedom,Freedom,Freedom CDP,3.0,2669.0,,,93253.0,950.0,113456.0,165254.1858384539,571144.6361102037,5.6268
fremont,Fremont,Fremont city,11.0,4108617.0,620210.0,11106350.0,153475.0,74629.0,183248.0,776638.2429196554,1165875.176624735,5.615399999999999
french camp,French Camp,French Camp CDP,3.0,,1781.0,,71250.0,458.0,75516.0,70300.0,275000.0,5.4856
fresno,Fresno,Fresno city,458.0,7265649.0,1208570.0,6467411.0,57211.0,174756.0,77982.0,79007.0885080313,281392.82276101277,5.515600000000001
fullerton,Fullerton,Fullerton city,4.0,1767183.0,416080.0,2566247.0,92718.0,46434.0,126334.0,463108.6014310572,740731.9739575152,5.442800509252156
garden grove,Garden Grove,Garden Grove city,10.0,2236873.0,673587.0,1809976.0,78046.0,48217.0,95976.0,381283.53808743926,695010.2761743369,5.4428
gardena,Gardena,Gardena city,5.0,954203.0,223216.0,,68413.0,20806.0,84065.0,363061.1337028346,635363.3875571511,5.575200000000001
gilroy,Gilroy,Gilroy city,6.0,1789088.0,189091.0,396962.0,116206.0,17023.0,138490.0,278015.7139264926,663083.3602017188,5.5942
glendale,Glendale,Glendale city,10.0,3899908.0,640428.0,1160458.0,74488.0,73394.0,106268.0,631613.4413469365,940682.7352651968,5.575200000000001
glendora,Glendora,Glendora city,3.0,866744.0,105126.0,273670.0,103159.0,16861.0,128965.0,386868.48836183344,683028.2853811966,5.575200000000001
goleta,Goleta,Goleta city,2.0,727309.0,316706.0,1782694.0,104830.0,11593.0,123575.0,421447.2793844583,948956.783762388,5.5982
gonzales,Gonzales,Gonzales city,2.0,32128.0,10582.0,,73906.0,2293.0,82162.0,116939.76646419962,387820.8092790964,5.7104
grass valley,Grass Valley,Grass Valley city,1.0,559163.0,77658.0,175672.0,44906.0,6495.0,64685.0,83323.21222247701,390422.26418175286,
greenfield,Greenfield,Greenfield CDP,13.0,6376.0,498.0,,68569.0,959.0,79096.0,43600.0,241600.0,5.6938
greenfield,Greenfield,Greenfield city,13.0,56008.0,9156.0,,69474.0,4096.0,80424.0,73286.69184651918,304284.05278130434,5.7104
gridley,Gridley,Gridley city,2.0,106901.0,,,54261.0,2460.0,69459.0,36712.14982738158,227048.29551948304,5.247400000000001
guadalupe,Guadalupe,Guadalupe city,5.0,21718.0,,,58449.0,2051.0,73515.0,81600.0,366900.0,5.5982
gustine,Gustine,Gustine city,2.0,19589.0,4454.0,,51376.0,2169.0,71638.0,50900.0,252500.0,5.4504
hacienda heights,Hacienda Heights,Hacienda Heights CDP,5.0,198688.0,94883.0,,94617.0,16305.0,119205.0,340593.4842535144,623085.8445053089,5.575200000000001
half moon bay,Half Moon Bay,Half Moon Bay city,1.0,197385.0,184758.0,,137346.0,4117.0,191615.0,615176.2829474885,1079401.599463928,5.6444
hanford,Hanford,Hanford city,5.0,847836.0,,,68316.0,18394.0,82706.0,54286.16822644948,234032.80062255388,5.4106000000000005
hawthorne,Hawthorne,Hawthorne city,5.0,1667880.0,147487.0,1127683.0,63847.0,29199.0,82302.0,471426.2861741837,790681.7201745509,5.575200000000001
hayward,Hayward,Hayward city,5.0,2267181.0,317177.0,2771952.0,98837.0,49524.0,119723.0,344061.6824348759,729729.6568655845,5.615399999999999
hemet,Hemet,Hemet city,4.0,1202897.0,144781.0,,46194.0,30322.0,63661.0,48549.29378045048,250315.82415865225,5.444599999999999
hercules,Hercules,Hercules city,2.0,107078.0,24577.0,,114124.0,9068.0,137543.0,206743.74129746956,571145.621849365,5.615399999999999
hesperia,Hesperia,Hesperia city,19.0,690919.0,124093.0,70964.0,58578.0,28625.0,72079.0,34086.717626999736,218554.12866111717,5.4656
highland,Highland,Highland city,3.0,231855.0,64981.0,,69225.0,16532.0,96559.0,82522.88813047826,329964.50912022294,5.4656
hilmar-irwin,Hilmar-Irwin,Hilmar-Irwin CDP,1.0,34257.0,7378.0,,65059.0,1851.0,96263.0,73700.0,310000.0,5.4504
hollister,Hollister,Hollister city,8.0,393897.0,58073.0,274284.0,87761.0,11736.0,103667.0,188658.492586609,492622.3817730301,5.5942
homeland,Homeland,Homeland CDP,1.0,12499.0,,,50339.0,2137.0,65833.0,51139.28024251148,252285.15639902855,5.444599999999999
hughson,Hughson,Hughson city,1.0,15063.0,2044.0,,89256.0,2612.0,95701.0,75200.0,302100.0,5.5232
huntington beach,Huntington Beach,Huntington Beach city,2.0,3560340.0,814452.0,2643154.0,104728.0,77143.0,137528.0,735017.4551454262,997003.6880444646,5.4428
huntington park,Huntington Park,Huntington Park city,6.0,642492.0,117434.0,411201.0,51065.0,14179.0,63128.0,,,5.575200000000001
imperial,Imperial,Imperial city,2.0,74933.0,,,81657.0,5147.0,82812.0,,,5.5649999999999995
imperial beach,Imperial Beach,Imperial Beach city,2.0,52079.0,29424.0,,68917.0,9187.0,84153.0,276380.18066263053,643427.5038667509,5.4622
indio,Indio,Indio city,3.0,1167301.0,319491.0,103019.0,59399.0,34458.0,78194.0,79872.944354921,313280.47854343225,5.444599999999999
industry,Industry,Industry city,23.0,4696166.0,266092.0,7942519.0,94063.0,63.0,99221.0,333541.71357621526,615934.519179333,5.575200000000001
inglewood,Inglewood,Inglewood city,6.0,1296422.0,219744.0,,62845.0,35738.0,79836.0,349793.3206928585,620466.3464298343,5.575200000000001
irvine,Irvine,Irvine city,5.0,4999712.0,1176458.0,11708644.0,114027.0,107166.0,146465.0,1030098.6781703088,1199122.162249048,5.4428
ivanhoe,Ivanhoe,Ivanhoe CDP,4.0,6684.0,,,42259.0,1233.0,57208.0,38000.0,204400.0,5.5364
jackson,Jackson,Jackson city,2.0,93656.0,35590.0,,63400.0,2048.0,74663.0,44023.99896424669,304221.7700543289,
jurupa valley,Jurupa Valley,Jurupa Valley city,14.0,680189.0,86406.0,1275021.0,83430.0,25039.0,101195.0,118941.54107578634,364996.50882316375,5.444606643674545
kerman,Kerman,Kerman city,15.0,135806.0,16688.0,,50130.0,4379.0,69150.0,51585.83943992511,245336.0755576823,5.515600000000001
keyes,Keyes,Keyes CDP,4.0,4321.0,,,52703.0,1508.0,63288.0,62536.05512580178,268779.580503755,5.523199999999999
king city,King City,King City city,11.0,163718.0,28506.0,,59712.0,3218.0,73661.0,68800.0,296900.0,5.7104
kingsburg,Kingsburg,Kingsburg city,5.0,99594.0,23484.0,,73349.0,4085.0,98743.0,73031.36399634805,278474.02090109425,5.515600000000001
la crescenta-montrose,La Crescenta-Montrose,La Crescenta-Montrose CDP,2.0,116015.0,16970.0,,107954.0,7167.0,130882.0,629922.9190544694,926892.6458175929,5.575200000000001
la habra,La Habra,La Habra city,3.0,1079560.0,138867.0,219159.0,88002.0,19731.0,104202.0,388429.0993727624,684317.9368628376,5.442811449291753
la mirada,La Mirada,La Mirada city,1.0,418737.0,112943.0,522004.0,97672.0,14679.0,114778.0,378129.29501495167,643607.7806903748,5.575140875055887
la palma,La Palma,La Palma city,1.0,89295.0,32796.0,,106473.0,4931.0,127770.0,440121.8099014514,751993.5961485745,5.442890946941371
la puente,La Puente,La Puente city,14.0,307477.0,74520.0,,73827.0,9409.0,86430.0,263198.284345747,537532.7647575191,5.575200000000001
la verne,La Verne,La Verne city,3.0,302704.0,86586.0,,95957.0,11589.0,121949.0,336406.2098279591,636075.4611276872,5.575200000000001
ladera ranch,Ladera Ranch,Ladera Ranch CDP,1.0,86370.0,29628.0,,169706.0,7794.0,211390.0,573779.5716092243,835945.3822598688,5.4428
laguna beach,Laguna Beach,Laguna Beach city,1.0,275717.0,378222.0,,135976.0,10536.0,223062.0,1811947.6876269013,2046535.4455622053,5.4428
laguna hills,Laguna Hills,Laguna Hills city,2.0,485737.0,130011.0,,109750.0,11440.0,157081.0,549452.2974911971,843333.2338398286,5.4428
laguna niguel,Laguna Niguel,Laguna Niguel city,3.0,1217177.0,121342.0,,125495.0,25361.0,168607.0,672955.3374789329,946308.5439828438,5.4428
lake elsinore,Lake Elsinore,Lake Elsinore city,6.0,958625.0,103258.0,101307.0,80350.0,19162.0,98086.0,83461.23527007949,315267.78342488466,5.444599999999999
lake forest,Lake Forest,Lake Forest city,1.0,1218561.0,263678.0,1379602.0,117374.0,29870.0,143191.0,492604.0525702648,776109.9566325967,5.4428
lakewood,Lakewood,Lakewood city,5.0,1305154.0,,,102163.0,26664.0,115710.0,417331.3027379723,699583.4491238372,5.57519997927108
lamont,Lamont,Lamont CDP,4.0,39616.0,18192.0,,40341.0,3556.0,47678.0,28500.0,198100.0,5.6938
lancaster,Lancaster,Lancaster city,13.0,1814635.0,250098.0,,61454.0,52448.0,78533.0,46477.50977227629,250729.25779809797,5.575200000000001
lathrop,Lathrop,Lathrop city,23.0,179328.0,32295.0,401815.0,99632.0,6816.0,114601.0,119145.95848874628,364165.39317254256,5.4856
lawndale,Lawndale,Lawndale city,4.0,227893.0,50992.0,,72246.0,9726.0,86481.0,440400.0,669000.0,5.575200000000001
le grand,Le Grand,Le Grand CDP,1.0,,,,50441.0,490.0,60720.0,,,5.4504
lebec,Lebec,Lebec CDP,1.0,,,,24198.0,442.0,43427.0,38214.95811574843,256939.04986122553,5.6937821664614345
lemon grove,Lemon Grove,Lemon Grove city,3.0,619040.0,57373.0,,71082.0,9114.0,82891.0,171743.594533584,478694.82104161894,5.4622
lemoore,Lemoore,Lemoore city,1.0,129786.0,,,71503.0,9033.0,81472.0,56584.06086488965,235947.2194036455,5.4106000000000005
lincoln,Lincoln,Lincoln city,4.0,340126.0,57518.0,,93232.0,18619.0,114858.0,105423.77544612862,382318.011217166,
linden,Linden,Linden CDP,2.0,,,,115016.0,685.0,110650.0,95500.0,326500.0,5.4856
lindsay,Lindsay,Lindsay city,4.0,61550.0,,,39375.0,3763.0,51724.0,39800.0,206499.99999999997,5.5364
littlerock,Littlerock,Littlerock CDP,1.0,,,,48250.0,283.0,67702.0,41499.9981532299,218685.19641012233,5.575200000000001
live oak,Live Oak,Live Oak CDP,9.0,162245.0,13792.0,,91317.0,6297.0,121902.0,449827.202575717,850401.6857647259,5.6268
live oak,Live Oak,Live Oak city,9.0,47902.0,,,62974.0,2469.0,77036.0,37314.20618756663,222603.94291384084,5.287599999999999
livermore,Livermore,Livermore city,3.0,2294959.0,263761.0,2059598.0,139904.0,31094.0,171681.0,357397.7642049377,767932.8253573728,5.615399999999999
livingston,Livingston,Livingston city,42.0,98637.0,,,68958.0,3299.0,74208.0,51000.0,236100.0,5.4504
